"peak_id","best_gene","logFC","logCPM","F","PValue","FDR","direction","modality","n_cells_by_counts","mean_counts","log1p_mean_counts","pct_dropout_by_counts","total_counts","log1p_total_counts","nearest_gene","strongest_linked_gene","strongest_link_major_label","strongest_link_r","strongest_link_fdr","strongest_link_distance_to_tss","strongest_link_direction"
"chr22-24433677-24435140","ADORA2A",1.08490644802899,7.7820979907655,60.9970762732365,5.74257674566584e-15,4.00153188686624e-12,"LPS_higher","Peaks",30737,0.0717631103074141,0.0693050590382663,94.4417721518987,39685,10.5887537596452,"ADORA2A","","",NA,NA,NA,""
"chr14-22850839-22851979","MMP14",1.85938088352843,6.76149590207331,60.4218523287683,7.68952753709069e-15,4.91168571431668e-12,"LPS_higher","Peaks",2246,0.00475587703435805,0.0047446035804852,99.5938517179024,2630,7.87511928104029,"MMP14","MMP14","Monocytes",0.553079179189383,0.0001094194268096,14850,"positive"
"chr12-92538512-92540864","LOC105369905",1.44290141419326,7.05084016813439,54.877734091898,1.28732927849643e-13,7.59029147667318e-11,"LPS_higher","Peaks",9929,0.019996383363472,0.0197990815678073,98.20452079566,11058,9.31099985507536,"LOC105369905","","",NA,NA,NA,""
"chr1-236159605-236160953","GPR137B",2.01252729919525,6.60321383571465,53.9992668252301,2.0127182786106e-13,1.1019632575393e-10,"LPS_higher","Peaks",4507,0.00919349005424955,0.00915148716373207,99.1849909584087,5084,8.53405030848266,"GPR137B","GPR137B","Monocytes",0.492063401027513,0.0017426867734344,17775,"positive"
"chr6-108597999-108599038","FOXO3",1.94442735894579,6.63696726220739,53.7924447924682,2.23607950282395e-13,1.14263662594304e-10,"LPS_higher","Peaks",2126,0.00439240506329114,0.00438278660732217,99.6155515370705,2429,7.79564653633459,"FOXO3","FOXO3","Monocytes",0.432199824522982,0.0152170048145136,38684,"positive"
"chr20-44660267-44661280","ADA",1.89325363816243,6.65436620302621,52.8152599624999,3.6768038748432e-13,1.76141885629207e-10,"LPS_higher","Peaks",1635,0.00333634719710669,0.00333079393910002,99.7043399638336,1845,7.5207764150628,"ADA","","",NA,NA,NA,""
"chr1-37476490-37480979","MIR6732",0.853722641987701,8.17544229087889,51.9733033990739,5.64444264172211e-13,2.54497957934118e-10,"LPS_higher","Peaks",57556,0.147072332730561,0.137212898696417,89.5920433996383,81331,11.3062948220302,"MIR6732","","",NA,NA,NA,""
"chr2-227817908-227819114","CCL20",1.40976977991532,7.00834256498277,51.1600681744829,8.54029153619141e-13,3.63674081249484e-10,"LPS_higher","Peaks",6041,0.0140325497287523,0.0139350049780003,98.9075949367089,7760,8.95686647085414,"CCL20","CCL20","Monocytes",0.519528122085894,0.0005410780123778,4670,"positive"
"chr8-37820964-37822992","LOC105379381",1.84041480154211,6.66479288212467,50.9434049701218,9.53669024629908e-13,3.84730161778329e-10,"LPS_higher","Peaks",2238,0.00470524412296564,0.00469420906339799,99.5952983725136,2602,7.86441990499457,"LOC105379381","","",NA,NA,NA,""
"chr5-159411935-159412958","LOC105377684",2.63095496930127,6.19751680704598,47.4874525546459,5.55088083558454e-12,1.95161945536792e-09,"LPS_higher","Peaks",11513,0.0238119349005425,0.0235328524265556,97.9180831826401,13168,9.48562086171022,"LOC105377684","","",NA,NA,NA,""
"chr2-112839161-112840176","IL1B",1.1138055773464,7.42980336230281,47.4767814842045,5.58139713435451e-12,1.95161945536792e-09,"LPS_higher","Peaks",5064,0.01250452079566,0.0124269849719571,99.0842676311031,6915,8.84159284680318,"IL1B","","",NA,NA,NA,""
"chr1-184152276-184153414","LOC124904466",1.7886754487488,6.65584765143018,47.4696475260575,5.60151702780095e-12,1.95161945536792e-09,"LPS_higher","Peaks",2134,0.0045370705244123,0.00452680904626707,99.6141048824593,2509,7.82803803212583,"LOC124904466","","",NA,NA,NA,""
"chr2-68857181-68858474","LINC01890",1.31435716997115,7.05823112766206,46.7253639126251,8.18819067601336e-12,2.72880354485402e-09,"LPS_higher","Peaks",4037,0.00884448462929476,0.00880560127574325,99.2699819168174,4891,8.49535649680706,"LINC01890","","",NA,NA,NA,""
"chr1-184158456-184159645","LOC124904466",2.02434158612931,6.48511307013416,46.010764559128,1.17907856932319e-11,3.76568218077595e-09,"LPS_higher","Peaks",1490,0.00307233273056058,0.00306762276095359,99.7305605786618,1699,7.43838353004431,"LOC124904466","","",NA,NA,NA,""
"chr4-184850547-184851832","MIR3945",1.61412103464898,6.73700058789079,45.9242740869053,1.23228816246636e-11,3.77819550612187e-09,"LPS_higher","Peaks",4609,0.00970524412296564,0.00965845075830308,99.1665461121157,5367,8.58821067865152,"MIR3945","","",NA,NA,NA,""
"chr14-69719122-69720157","SRSF5",1.70683145467082,6.65215644139395,43.3237442923338,4.64981357857301e-11,1.37080081076008e-08,"LPS_higher","Peaks",2512,0.00532007233273056,0.0053059707401356,99.5457504520796,2942,7.98718474823347,"SRSF5","","",NA,NA,NA,""
"chr7-44980265-44981847","MYO1G",0.969172036612542,7.62106033422929,42.613732525081,6.68373034771664e-11,1.89743678204622e-08,"LPS_higher","Peaks",13151,0.0292314647377939,0.0288123729925266,97.6218806509946,16165,9.69066555029379,"MYO1G","MYO1G","B cells",0.487681145612481,0.0001802594697563,1969,"positive"
"chr1-167689199-167690172","MPZL1",2.14047469189835,6.35712648896579,42.4910548152587,7.11626663950915e-11,1.94807799256563e-08,"LPS_higher","Peaks",1326,0.00263652802893309,0.00263305848593633,99.7602169981917,1458,7.28550654852279,"MPZL1","","",NA,NA,NA,""
"chr22-24401822-24403310","LOC105372960",1.30212361566137,6.95069486005195,41.8384519314696,9.934644741846e-11,2.61503418686503e-08,"LPS_higher","Peaks",3803,0.00803074141048825,0.00799866661517961,99.3122965641953,4441,8.39886000445437,"LOC105372960","","",NA,NA,NA,""
"chr1-209674959-209675930","G0S2",2.15463564802174,6.35050130195016,41.7496823134019,1.0395993005682e-10,2.61503418686503e-08,"LPS_higher","Peaks",4425,0.00924050632911392,0.00919807404738258,99.1998191681736,5110,8.53915035876828,"G0S2","","",NA,NA,NA,""
"chr5-151093390-151094847","TNIP1",1.29314395550329,6.95983961216888,41.7160871636745,1.05761330453771e-10,2.61503418686503e-08,"LPS_higher","Peaks",10209,0.0211971066907776,0.0209755731367378,98.1538878842676,11722,9.36930800307183,"TNIP1","","",NA,NA,NA,""
"chr1-11735399-11737493","AGTRAP",0.92528064414187,7.68999788500633,41.3611740381921,1.26810508986139e-10,3.0375079730586e-08,"LPS_higher","Peaks",26387,0.0587016274864376,0.0570432776158857,95.228390596745,32462,10.3878562582398,"AGTRAP","","",NA,NA,NA,""
"chr12-116336030-116337307","MED13L",1.20676643947618,7.0836206268579,40.6274783790363,1.84576873920188e-10,4.22265576939597e-08,"LPS_higher","Peaks",7860,0.0172983725135624,0.0171504590065566,98.5786618444846,9566,9.16607495567817,"MED13L","","",NA,NA,NA,""
"chr14-22822253-22823852","SLC7A7",1.25537082887576,6.99644900097617,40.5987145932634,1.87306322452006e-10,4.22265576939597e-08,"LPS_higher","Peaks",10520,0.0213218806509946,0.0210977496855439,98.0976491862568,11791,9.37517661442912,"SLC7A7","","",NA,NA,NA,""
"chr1-12157123-12159086","MIR7846",1.84383088549106,6.49996162702715,40.2905063406423,2.19304551091988e-10,4.80276966891455e-08,"LPS_higher","Peaks",10065,0.0204538878842676,0.020247516440158,98.1799276672694,11311,9.33361938813635,"MIR7846","","",NA,NA,NA,""
"chr5-151084989-151086246","TNIP1",1.37192535821893,6.83388557895738,40.0293608177728,2.50664572274042e-10,5.33706651800147e-08,"LPS_higher","Peaks",4775,0.00977576853526221,0.00972829485377433,99.1365280289331,5406,8.595449689382,"TNIP1","TNIP1","Naive CD4 T cells",0.408495502602984,0.0083223342035035,7959,"positive"
"chr17-14373354-14374440","LROMI1",2.01992143081928,6.38246902339217,39.7052040338149,2.95907366560283e-10,6.13008098563397e-08,"LPS_higher","Peaks",1298,0.00267088607594937,0.00266732559807881,99.7652802893309,1477,7.29844510150815,"LROMI1","","",NA,NA,NA,""
"chr14-35398885-35400753","LOC107984681",1.15036682455041,7.13414627423823,38.6281888798697,5.13667913210699e-10,1.03612225125263e-07,"LPS_higher","Peaks",7046,0.015871609403255,0.0157469724735099,98.7258589511754,8777,9.08000387024818,"LOC107984681","","",NA,NA,NA,""
"chr2-222423419-222425693","SGPP2",1.65963873573121,6.59333316359065,37.9359613400697,7.32342641832501e-10,1.43933496144772e-07,"LPS_higher","Peaks",6997,0.0148896925858951,0.0147799293326741,98.7347197106691,8234,9.01614864261174,"SGPP2","SGPP2","Naive CD4 T cells",0.469279516773715,0.0006682064514791,14,"positive"
"chr4-184513778-184515226","LINC02427",1.17243280215667,7.035591904737,36.8073044718399,1.306177621838e-09,2.50296286784708e-07,"LPS_higher","Peaks",7267,0.0145804701627486,0.0144751971604892,98.6858951175407,8063,8.99516499031115,"LINC02427","","",NA,NA,NA,""
"chr10-88270878-88272477","LOC105378416",1.04789942517142,7.23561375318932,36.0369373795715,1.9392152099646e-09,3.6253864839948e-07,"LPS_higher","Peaks",7689,0.0159222423146474,0.0157968130726042,98.6095840867993,8805,9.0831885863157,"LOC105378416","","",NA,NA,NA,""
"chr4-121168554-121169560","TNIP3",1.53765546059796,6.63457004602683,35.5245071271641,2.52252872181663e-09,4.510603275227e-07,"LPS_higher","Peaks",2197,0.00456781193490054,0.00455741114251305,99.602712477396,2526,7.83478810738819,"TNIP3","","",NA,NA,NA,""
"chr17-63694689-63702934","LOC729683",-0.812390775163452,7.88159118429807,35.51842956769,2.5304101870158e-09,4.510603275227e-07,"Unstim_higher","Peaks",96594,0.333571428571429,0.287860627938373,82.5327305605787,184465,12.1252204436379,"LOC729683","","",NA,NA,NA,""
"chr15-80474412-80475465","ARNT2-DT",1.63039564740735,6.56350643057137,35.3747052668436,2.72415360735138e-09,4.74559940917008e-07,"LPS_higher","Peaks",1270,0.00269620253164557,0.00269257429777211,99.7703435804702,1491,7.30787278076371,"ARNT2-DT","","",NA,NA,NA,""
"chr20-62501508-62502563","LOC124904947",1.14428366091863,7.04175030420135,35.2960884960454,2.83654393641886e-09,4.83157983836679e-07,"LPS_higher","Peaks",6805,0.0141410488245931,0.0140419969002123,98.7694394213382,7820,8.96456770260161,"LOC124904947","","",NA,NA,NA,""
"chr17-76514442-76516333","PRCD",0.977870090498173,7.35198585917357,34.90608889667,3.46516361973983e-09,5.77401720550127e-07,"LPS_higher","Peaks",47768,0.118649186256781,0.112121873703421,91.3620253164557,65613,11.0915443667967,"PRCD","","",NA,NA,NA,""
"chr6-30816694-30817829","LINC00243",1.44313993705505,6.69752429453439,34.7158026987403,3.82088454245558e-09,6.23129362083447e-07,"LPS_higher","Peaks",3162,0.0062748643761302,0.00625525938436194,99.4282097649186,3470,8.15219801586179,"LINC00243","","",NA,NA,NA,""
"chr19-2474287-2480237","GADD45B",0.560705100493734,8.81834391048996,34.2525786492573,4.84733760433179e-09,7.68791135490321e-07,"LPS_higher","Peaks",81226,0.243880650994575,0.218236049999507,85.3117540687161,134866,11.8120443866215,"GADD45B","GADD45B","Cytotoxic T/NK cells",0.319170712277359,0.0440422839356191,1136,"positive"
"chr7-1919447-1921033","LOC124901573",-1.60613158381359,6.64774321810488,34.2257374747845,4.91464652824863e-09,7.68791135490321e-07,"Unstim_higher","Peaks",11631,0.0234773960216998,0.0232060408940894,97.8967450271248,12983,9.47147310919443,"LOC124901573","","",NA,NA,NA,""
"chr5-151059552-151060891","TNIP1",1.28712589849343,6.79952292974044,33.7483003794285,6.28119617066897e-09,9.62907372963553e-07,"LPS_higher","Peaks",11029,0.0236636528028933,0.0233880086015069,98.0056057866184,13086,9.47937465005548,"TNIP1","","",NA,NA,NA,""
"chr11-119509753-119510752","THY1",1.2779239433526,6.80434847898828,33.4418039045364,7.35299331760272e-09,1.10511164273382e-06,"LPS_higher","Peaks",2814,0.00602712477396022,0.00600903431003673,99.4911392405063,3333,8.11192806331074,"THY1","","",NA,NA,NA,""
"chr20-38143577-38144874","TGM2",1.04413195840007,7.16191581644793,33.2069413597756,8.29670615816564e-09,1.22296639812192e-06,"LPS_higher","Peaks",2938,0.00650271247739602,0.00648166105423274,99.4687160940325,3596,8.18785544369562,"TGM2","","",NA,NA,NA,""
"chr2-145692710-145693795","LOC105373664",1.37903842675498,6.71373485033792,32.7668623303584,1.040389187894e-08,1.50463832551085e-06,"LPS_higher","Peaks",3469,0.00739783001808318,0.00737060028508716,99.3726943942134,4091,8.31678912707152,"LOC105373664","","",NA,NA,NA,""
"chr7-80883014-80884242","SEMA3C",1.36188444002121,6.72092471372002,32.5153642933363,1.18408504650019e-08,1.68074294100444e-06,"LPS_higher","Peaks",1411,0.00290235081374322,0.0028981471253749,99.7448462929476,1605,7.38150189450671,"SEMA3C","","",NA,NA,NA,""
"chr10-23375877-23376854","C10orf67",1.07629624290095,7.06560634968792,31.9793611554166,1.56016537783221e-08,2.17430320383344e-06,"LPS_higher","Peaks",2087,0.00439059674502713,0.00438098619556801,99.6226039783002,2428,7.79523492900217,"C10orf67","","",NA,NA,NA,""
"chr1-20603442-20605157","CDA",1.49193385319025,6.60682555287965,31.8762032496874,1.64524596676772e-08,2.25193041701332e-06,"LPS_higher","Peaks",1775,0.00378119349005425,0.0037740627474421,99.6790235081374,2091,7.64587582518481,"CDA","","",NA,NA,NA,""
"chr17-36087802-36090833","CCL3",0.75195034895918,7.84280841902028,31.7832253904697,1.72590630419973e-08,2.32088979327911e-06,"LPS_higher","Peaks",15432,0.0349620253164557,0.0343647355287172,97.2094032549729,19334,9.8696722040414,"CCL3","","",NA,NA,NA,""
"chr9-72524928-72525896","LOC101927234",1.37536801885326,6.6919693694421,31.6812013242397,1.8190589154284e-08,2.40398044599288e-06,"LPS_higher","Peaks",2583,0.00528390596745027,0.00526999511721381,99.5329113924051,2922,7.98036576511125,"LOC101927234","","",NA,NA,NA,""
"chr9-5437066-5439454","PLGRKT",0.870803306998231,7.52327131440653,31.6050828778332,1.89168109424677e-08,2.4558830639608e-06,"LPS_higher","Peaks",45554,0.104831826401447,0.0996931300852821,91.7623869801085,57972,10.9677326639004,"PLGRKT","","",NA,NA,NA,""
"chr2-47071089-47073660","LOC105374588",-0.854160561768645,7.63848799267027,31.5737834344527,1.92241335730786e-08,2.4558830639608e-06,"Unstim_higher","Peaks",12340,0.0307359855334539,0.0302730961345158,97.7685352622061,16997,9.74085096905857,"LOC105374588","","",NA,NA,NA,""
"chr3-10191748-10193727","IRAK2",1.00751968181718,7.1656213709871,31.0839438676166,2.47402923291489e-08,3.10875968365453e-06,"LPS_higher","Peaks",14407,0.0297811934900542,0.0293463461695496,97.3947558770344,16469,9.70929582317169,"IRAK2","IRAK2","B cells",0.466885277038971,0.0004965412190176,27819,"positive"
"chr19-34999287-35002079","GRAMD1A",0.890126838355477,7.43357399542929,30.859943810449,2.77664912535797e-08,3.43274444288207e-06,"LPS_higher","Peaks",27658,0.0617866184448463,0.0599529783802083,94.9985533453888,34168,10.4390740792436,"GRAMD1A","GRAMD1A","Cytotoxic T/NK cells",0.425922162007288,0.0012969888218578,5900,"positive"
"chr6-113634391-113635481","LINC02541",1.06620769818534,7.0281536155404,30.7250568179975,2.97665032336054e-08,3.57312445598146e-06,"LPS_higher","Peaks",4652,0.0100126582278481,0.00996286367349147,99.1587703435805,5537,8.61938870373091,"LINC02541","","",NA,NA,NA,""
"chr13-48504710-48506513","LOC124903174",-1.22899066358213,6.86326478545166,30.6974998191508,3.01905823066841e-08,3.57312445598146e-06,"Unstim_higher","Peaks",21477,0.0441989150090416,0.0432500029294595,96.1162748643761,24442,10.1040991553433,"LOC124903174","","",NA,NA,NA,""
"chr8-55988576-55989848","SNORD54",1.67051930452291,6.43181635026504,30.6904492279092,3.03004683155636e-08,3.57312445598146e-06,"LPS_higher","Peaks",3946,0.00780289330922242,0.00777260817631662,99.2864376130199,4315,8.37008432637803,"SNORD54","","",NA,NA,NA,""
"chr6-159701020-159702234","WTAP",1.03481004654124,7.0992644224217,30.6104031655834,3.15764691374553e-08,3.61497675760516e-06,"LPS_higher","Peaks",3151,0.00657142857142857,0.00654993086373259,99.430198915009,3634,8.19836438996762,"WTAP","","",NA,NA,NA,""
"chr21-34807316-34809027","RUNX1-AS1",1.03097493249966,7.10341597449833,30.6090422319404,3.15986226692166e-08,3.61497675760516e-06,"LPS_higher","Peaks",21624,0.0466546112115732,0.045598993234994,96.0896925858951,25800,10.1581685298485,"RUNX1-AS1","","",NA,NA,NA,""
"chr5-151056420-151057639","GPX3",1.08456467125608,6.9948707384809,30.4526294960109,3.42512999716566e-08,3.86082668062864e-06,"LPS_higher","Peaks",3365,0.00738878842676311,0.00736162505045203,99.3915009041591,4086,8.31556648356428,"GPX3","","",NA,NA,NA,""
"chr5-95858502-95859749","LOC105379091",1.12743951413626,6.90152111892665,30.4113977313449,3.49869889298034e-08,3.88659811807164e-06,"LPS_higher","Peaks",22700,0.0476582278481013,0.0465574142451073,95.8951175406872,26355,10.1794512320337,"LOC105379091","","",NA,NA,NA,""
"chr16-28507704-28508688","IL27",1.14002296262259,6.88284347302338,30.3437775288002,3.62279501471327e-08,3.96113736126918e-06,"LPS_higher","Peaks",12072,0.0244773960216998,0.0241826250290141,97.8169981916817,13536,9.51318195618579,"IL27","","",NA,NA,NA,""
"chr7-130912800-130914726","MIR29B1",0.793338751376211,7.67901173878628,30.3191094918146,3.66915528571575e-08,3.96113736126918e-06,"LPS_higher","Peaks",31814,0.0700379746835443,0.0676941382024996,94.2470162748644,38731,10.5644214107314,"MIR29B1","","",NA,NA,NA,""
"chr17-36153500-36154841","LOC101927369",1.58792506653395,6.48708114604319,30.1819835374966,3.93791435364669e-08,4.19223798898637e-06,"LPS_higher","Peaks",2610,0.00527667269439421,0.00526279983731739,99.5280289330922,2918,7.97899637085411,"LOC101927369","","",NA,NA,NA,""
"chr20-2292443-2293483","LOC105372503",1.48224558601728,6.5579817498541,29.8829732236227,4.59434483211022e-08,4.82406207371573e-06,"LPS_higher","Peaks",2367,0.00548643761301989,0.00547144193773325,99.5719710669078,3034,8.0179667034936,"LOC105372503","","",NA,NA,NA,""
"chr14-73756060-73757177","MIR4505",1.61234836996825,6.45061527709475,29.6310804645268,5.23172594543835e-08,5.41907829348446e-06,"LPS_higher","Peaks",4931,0.009625678119349,0.00957964643477055,99.1083182640145,5323,8.579980179515,"MIR4505","","",NA,NA,NA,""
"chr9-33158612-33161697","B4GALT1-AS1",0.71446157605214,7.86463247778626,29.0761414707909,6.96619325941144e-08,7.11944951111849e-06,"LPS_higher","Peaks",28276,0.0642169981916817,0.0622393157942357,94.8867992766727,35512,10.4776541056128,"B4GALT1-AS1","","",NA,NA,NA,""
"chr7-20329245-20332210","ITGB8",1.07742637959196,6.94255927820228,28.9185074790764,7.55667706696069e-08,7.62130654187549e-06,"LPS_higher","Peaks",6864,0.0148318264014467,0.0147229104914953,98.7587703435805,8202,9.01225522000275,"ITGB8","ITGB8","Monocytes",0.448476849454024,0.0088132124597142,26,"positive"
"chr1-209607065-209608090","MIR4260",1.53252294792741,6.4957084868849,28.8002891389274,8.03220056093281e-08,7.94222054053148e-06,"LPS_higher","Peaks",2535,0.00518987341772152,0.0051764524400981,99.5415913200723,2870,7.96241568012106,"MIR4260","","",NA,NA,NA,""
"chr11-74024294-74027512","UCP3",1.15441942665636,6.82995110563253,28.7882920462422,8.08210309408291e-08,7.94222054053148e-06,"LPS_higher","Peaks",4067,0.00840687160940326,0.00837173067711613,99.2645569620253,4649,8.4446224985814,"UCP3","","",NA,NA,NA,""
"chr11-115924660-115925756","LINC02703",1.33384292819144,6.66437444440325,28.4509703882186,9.6202229649248e-08,9.33405177546185e-06,"LPS_higher","Peaks",1979,0.00436528028933092,0.00435578009064806,99.6421338155515,2414,7.78945456608667,"LINC02703","","",NA,NA,NA,""
"chr9-72304842-72305987","LINC01504",-0.988851625955552,7.19515797663374,28.4227817526034,9.76092332865874e-08,9.35218466427115e-06,"Unstim_higher","Peaks",7267,0.0156094032549729,0.0154888296229448,98.6858951175407,8632,9.06334734823552,"LINC01504","LINC01504","Cytotoxic T/NK cells",0.42073083971388,0.0016087287818488,196,"positive"
"chr12-76588555-76589516","LOC105369850",1.37743805160259,6.6198278267922,28.2144572586375,1.08698214166178e-07,1.02860717479476e-05,"LPS_higher","Peaks",2942,0.00610669077757685,0.0060881205050434,99.4679927667269,3377,8.12503909736775,"LOC105369850","","",NA,NA,NA,""
"chr2-112835782-112837483","IL1B",1.03784489309095,6.99152110618076,28.1405401451869,1.12929154647713e-07,1.05561215899356e-05,"LPS_higher","Peaks",3813,0.00867631103074141,0.00863888815010447,99.3104882459313,4798,8.47616284185825,"IL1B","","",NA,NA,NA,""
"chr6-142912832-142914277","HIVEP2",1.46259239687795,6.5371675493747,27.9884806536173,1.22159029183635e-07,1.12813127553321e-05,"LPS_higher","Peaks",20822,0.0433580470162749,0.0424444028394602,96.2347197106691,23977,10.0848920222676,"HIVEP2","","",NA,NA,NA,""
"chr3-50352631-50353585","LOC127898564",1.32634496564216,6.65292600086695,27.7573605480052,1.37656215910659e-07,1.25611297018477e-05,"LPS_higher","Peaks",2926,0.00583182640144665,0.0058148871278867,99.4708860759494,3225,8.07899825868515,"LOC127898564","","",NA,NA,NA,""
"chr9-120931131-120932385","TRAF1",1.18004103938131,6.78541885158646,27.7003944209634,1.41774231772255e-07,1.27846998415804e-05,"LPS_higher","Peaks",27272,0.0578282097649186,0.0562179476292959,95.0683544303797,31979,10.3728659863879,"TRAF1","","",NA,NA,NA,""
"chr20-19252315-19253363","SLC24A3-AS1",1.38476214021701,6.59721767798908,27.5337864637203,1.54520198156761e-07,1.37720618473439e-05,"LPS_higher","Peaks",1793,0.00403254972875226,0.00402444079257707,99.6757685352622,2230,7.71020519443253,"SLC24A3-AS1","","",NA,NA,NA,""
"chr14-22847651-22849163","MMP14",1.11635643336815,6.84304288416087,27.4956043708722,1.57607403888438e-07,1.38857557563779e-05,"LPS_higher","Peaks",2765,0.00592405063291139,0.00590657243879559,99.5,3276,8.09468364869882,"MMP14","MMP14","Monocytes",0.432117780662365,0.015241448099927,11848,"positive"
"chr17-78352345-78353705","LOC124904064",1.21429480639268,6.74305033148797,27.3586715784775,1.69162892684075e-07,1.47344724139027e-05,"LPS_higher","Peaks",17358,0.0363218806509946,0.0356777911904737,96.8611211573237,20086,9.90782811863455,"LOC124904064","","",NA,NA,NA,""
"chr19-6766990-6768833","SH2D3A",1.09222162238597,6.8631464620508,27.2834167015425,1.75875384078834e-07,1.51470204378007e-05,"LPS_higher","Peaks",55218,0.142573236889693,0.13328294404221,90.0148282097649,78843,11.2752264956468,"SH2D3A","","",NA,NA,NA,""
"chr7-601228-603315","PRKAR1B-AS1",0.900784347788696,7.25153553760614,27.0922286958757,1.94154148991637e-07,1.65354616891211e-05,"LPS_higher","Peaks",17918,0.0388155515370705,0.0380811713692819,96.7598553345389,21465,9.97422556704147,"PRKAR1B-AS1","","",NA,NA,NA,""
"chr7-151793337-151794423","PRKAG2-AS2",1.15646579853407,6.78775457410634,26.968998278177,2.06933025837201e-07,1.73080618354474e-05,"LPS_higher","Peaks",2265,0.00472694394213382,0.0047158070245513,99.5904159132007,2614,7.86901937649902,"PRKAG2-AS2","","",NA,NA,NA,""
"chr15-62119076-62120134","C2CD4B",1.52132233734691,6.462514127351,26.9614567532191,2.07741903308697e-07,1.73080618354474e-05,"LPS_higher","Peaks",3911,0.00770886075949367,0.00767929931854672,99.2927667269439,4263,8.35796296584568,"C2CD4B","","",NA,NA,NA,""
"chr19-3154718-3155741","GNA15-DT",0.97818313224021,7.03116011861349,25.9975282616349,3.42144394793718e-07,2.8199320280579e-05,"LPS_higher","Peaks",12463,0.025620253164557,0.0252975546146348,97.7462929475588,14168,9.55881175856423,"GNA15-DT","","",NA,NA,NA,""
"chr1-153984991-153987447","RAB13",0.909020572519979,7.17311701471098,25.6915901368272,4.00900568494252e-07,3.26904559309409e-05,"LPS_higher","Peaks",18169,0.0369113924050633,0.0362464795070445,96.7144665461121,20412,9.92392723177358,"RAB13","","",NA,NA,NA,""
"chr16-88649788-88651900","CYBA",0.743131487555245,7.63063550413732,25.5283272708754,4.3629191125434e-07,3.52018684185739e-05,"LPS_higher","Peaks",42764,0.102650994575045,0.0977172754918278,92.2669077757685,56766,10.946710449956,"CYBA","","",NA,NA,NA,""
"chr19-4057600-4062095","ZBTB7A",0.831461785001818,7.34603922495562,25.1745377888659,5.24107640877843e-07,4.18467194513403e-05,"LPS_higher","Peaks",25332,0.0595171790235081,0.0578133128689604,95.4191681735985,32913,10.4016533781553,"ZBTB7A","","",NA,NA,NA,""
